"Notes"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"Idaho"	"16"	138	1505105	9.2
	"2007"	"2007"	"Illinois"	"17"	1397	12695866	11.0
	"2007"	"2007"	"Indiana"	"18"	829	6379599	13.0
	"2007"	"2007"	"Iowa"	"19"	233	2999212	7.8
	"2007"	"2007"	"Kansas"	"20"	300	2783785	10.8
	"2007"	"2007"	"Kentucky"	"21"	744	4256672	17.5
	"2007"	"2007"	"Louisiana"	"22"	874	4375581	20.0
	"2007"	"2007"	"Maine"	"23"	169	1327040	12.7
	"2007"	"2007"	"Maryland"	"24"	809	5653408	14.3
	"2007"	"2007"	"Massachusetts"	"25"	958	6431559	14.9
	"2007"	"2007"	"Michigan"	"26"	1299	10001284	13.0
	"2007"	"2007"	"Minnesota"	"27"	357	5207203	6.9
	"2007"	"2007"	"Mississippi"	"28"	334	2928350	11.4
	"2007"	"2007"	"Missouri"	"29"	804	5887612	13.7
	"2007"	"2007"	"Montana"	"30"	127	964706	13.2
	"2007"	"2007"	"Nebraska"	"31"	86	1783440	4.8
	"2007"	"2007"	"Nevada"	"32"	572	2601072	22.0
	"2007"	"2007"	"New Hampshire"	"33"	194	1312540	14.8
	"2007"	"2007"	"New Jersey"	"34"	766	8677885	8.8
	"2007"	"2007"	"New Mexico"	"35"	491	1990070	24.7
	"2007"	"2007"	"New York"	"36"	1803	19132335	9.4
	"2007"	"2007"	"North Carolina"	"37"	1152	9118037	12.6
	"2007"	"2007"	"North Dakota"	"38"	35	652822	5.4
	"2007"	"2007"	"Ohio"	"39"	1798	11500468	15.6
	"2007"	"2007"	"Oklahoma"	"40"	688	3634349	18.9
	"2007"	"2007"	"Oregon"	"41"	521	3722417	14.0
	"2007"	"2007"	"Pennsylvania"	"42"	1812	12563937	14.4
	"2007"	"2007"	"Rhode Island"	"44"	140	1057315	13.2
	"2007"	"2007"	"South Carolina"	"45"	599	4444110	13.5
	"2007"	"2007"	"South Dakota"	"46"	37	791623	4.7
	"2007"	"2007"	"Tennessee"	"47"	1048	6175727	17.0
	"2007"	"2007"	"Texas"	"48"	2408	23831983	10.1
	"2007"	"2007"	"Utah"	"49"	546	2597746	21.0
	"2007"	"2007"	"Vermont"	"50"	72	623481	11.5
	"2007"	"2007"	"Virginia"	"51"	751	7751000	9.7
	"2007"	"2007"	"Washington"	"53"	1041	6461587	16.1
	"2007"	"2007"	"West Virginia"	"54"	435	1834052	23.7
	"2007"	"2007"	"Wisconsin"	"55"	667	5610775	11.9
	"2007"	"2007"	"Wyoming"	"56"	66	534876	12.3
"Total"	"2007"	"2007"			39179	301231207	13.0
	"2008"	"2008"	"Alabama"	"01"	645	4718206	13.7
	"2008"	"2008"	"Alaska"	"02"	146	687455	21.2
	"2008"	"2008"	"Arizona"	"04"	888	6280362	14.1
	"2008"	"2008"	"Arkansas"	"05"	392	2874554	13.6
	"2008"	"2008"	"California"	"06"	4514	36604337	12.3
	"2008"	"2008"	"Colorado"	"08"	803	4889730	16.4
	"2008"	"2008"	"Connecticut"	"09"	405	3545579	11.4
	"2008"	"2008"	"Delaware"	"10"	140	883874	15.8
	"2008"	"2008"	"District of Columbia"	"11"	69	580236	11.9
	"2008"	"2008"	"Florida"	"12"	3164	18527305	17.1
	"2008"	"2008"	"Georgia"	"13"	1014	9504843	10.7
	"2008"	"2008"	"Hawaii"	"15"	132	1332213	9.9
	"2008"	"2008"	"Idaho"	"16"	154	1534320	10.0
	"2008"	"2008"	"Illinois"	"17"	1505	12747038	11.8
	"2008"	"2008"	"Indiana"	"18"	877	6424806	13.7
	"2008"	"2008"	"Iowa"	"19"	251	3016734	8.3
	"2008"	"2008"	"Kansas"	"20"	246	2808076	8.8
	"2008"	"2008"	"Kentucky"	"21"	809	4289878	18.9
	"2008"	"2008"	"Louisiana"	"22"	716	4435586	16.1
	"2008"	"2008"	"Maine"	"23"	170	1330509	12.8
	"2008"	"2008"	"Maryland"	"24"	728	5684965	12.8
	"2008"	"2008"	"Massachusetts"	"25"	830	6468967	12.8
	"2008"	"2008"	"Michigan"	"26"	1307	9946889	13.1
	"2008"	"2008"	"Minnesota"	"27"	404	5247018	7.7
	"2008"	"2008"	"Mississippi"	"28"	320	2947806	10.9
	"2008"	"2008"	"Missouri"	"29"	820	5923916	13.8
	"2008"	"2008"	"Montana"	"30"	141	976415	14.4
	"2008"	"2008"	"Nebraska"	"31"	99	1796378	5.5
	"2008"	"2008"	"Nevada"	"32"	593	2653630	22.3
	"2008"	"2008"	"New Hampshire"	"33"	132	1315906	10.0
	"2008"	"2008"	"New Jersey"	"34"	743	8711090	8.5
	"2008"	"2008"	"New Mexico"	"35"	553	2010662	27.5
	"2008"	"2008"	"New York"	"36"	1852	19212436	9.6
	"2008"	"2008"	"North Carolina"	"37"	1256	9309449	13.5
	"2008"	"2008"	"North Dakota"	"38"	49	657569	7.5
	"2008"	"2008"	"Ohio"	"39"	1938	11515391	16.8
	"2008"	"2008"	"Oklahoma"	"40"	593	3668976	16.2
	"2008"	"2008"	"Oregon"	"41"	483	3768748	12.8
	"2008"	"2008"	"Pennsylvania"	"42"	1937	12612285	15.4
	"2008"	"2008"	"Rhode Island"	"44"	188	1055003	17.8
	"2008"	"2008"	"South Carolina"	"45"	621	4528996	13.7
	"2008"	"2008"	"South Dakota"	"46"	56	799124	7.0
	"2008"	"2008"	"Tennessee"	"47"	1013	6247411	16.2
	"2008"	"2008"	"Texas"	"48"	2252	24309039	9.3
	"2008"	"2008"	"Utah"	"49"	501	2663029	18.8
	"2008"	"2008"	"Vermont"	"50"	76	624151	12.2
	"2008"	"2008"	"Virginia"	"51"	759	7833496	9.7
	"2008"	"2008"	"Washington"	"53"	1081	6562231	16.5
	"2008"	"2008"	"West Virginia"	"54"	496	1840310	27.0
	"2008"	"2008"	"Wisconsin"	"55"	630	5640996	11.2
	"2008"	"2008"	"Wyoming"	"56"	88	546043	16.1
"Total"	"2008"	"2008"			39579	304093966	13.0
	"2009"	"2009"	"Alabama"	"01"	656	4757938	13.8
	"2009"	"2009"	"Alaska"	"02"	141	698895	20.2
	"2009"	"2009"	"Arizona"	"04"	1085	6343154	17.1
	"2009"	"2009"	"Arkansas"	"05"	410	2896843	14.2
	"2009"	"2009"	"California"	"06"	4756	36961229	12.9
	"2009"	"2009"	"Colorado"	"08"	842	4972195	16.9
	"2009"	"2009"	"Connecticut"	"09"	406	3561807	11.4
	"2009"	"2009"	"Delaware"	"10"	159	891730	17.8
	"2009"	"2009"	"District of Columbia"	"11"	29	592228	4.9
	"2009"	"2009"	"Florida"	"12"	3326	18652644	17.8
	"2009"	"2009"	"Georgia"	"13"	1066	9620846	11.1
	"2009"	"2009"	"Hawaii"	"15"	147	1346717	10.9
	"2009"	"2009"	"Idaho"	"16"	185	1554439	11.9
	"2009"	"2009"	"Illinois"	"17"	1541	12796778	12.0
	"2009"	"2009"	"Indiana"	"18"	954	6459325	14.8
	"2009"	"2009"	"Iowa"	"19"	239	3032870	7.9
	"2009"	"2009"	"Kansas"	"20"	345	2832704	12.2
	"2009"	"2009"	"Kentucky"	"21"	838	4317074	19.4
	"2009"	"2009"	"Louisiana"	"22"	666	4491648	14.8
	"2009"	"2009"	"Maine"	"23"	185	1329590	13.9
	"2009"	"2009"	"Maryland"	"24"	774	5730388	13.5
	"2009"	"2009"	"Massachusetts"	"25"	850	6517613	13.0
	"2009"	"2009"	"Michigan"	"26"	1482	9901591	15.0
	"2009"	"2009"	"Minnesota"	"27"	442	5281203	8.4
	"2009"	"2009"	"Mississippi"	"28"	342	2958774	11.6
	"2009"	"2009"	"Missouri"	"29"	946	5961088	15.9
	"2009"	"2009"	"Montana"	"30"	150	983982	15.2
	"2009"	"2009"	"Nebraska"	"31"	115	1812683	6.3
	"2009"	"2009"	"Nevada"	"32"	640	2684665	23.8
	"2009"	"2009"	"New Hampshire"	"33"	170	1316102	12.9
	"2009"	"2009"	"New Jersey"	"34"	284	8755602	3.2
	"2009"	"2009"	"New Mexico"	"35"	477	2036802	23.4
	"2009"	"2009"	"New York"	"36"	1727	19307066	8.9
	"2009"	"2009"	"North Carolina"	"37"	1247	9449566	13.2
	"2009"	"2009"	"North Dakota"	"38"	30	664968	4.5
	"2009"	"2009"	"Ohio"	"39"	1392	11528896	12.1
	"2009"	"2009"	"Oklahoma"	"40"	801	3717572	21.5
	"2009"	"2009"	"Oregon"	"41"	528	3808600	13.9
	"2009"	"2009"	"Pennsylvania"	"42"	1991	12666858	15.7
	"2009"	"2009"	"Rhode Island"	"44"	168	1053646	15.9
	"2009"	"2009"	"South Carolina"	"45"	666	4589872	14.5
	"2009"	"2009"	"South Dakota"	"46"	51	807067	6.3
	"2009"	"2009"	"Tennessee"	"47"	1030	6306019	16.3
	"2009"	"2009"	"Texas"	"48"	2653	24801761	10.7
	"2009"	"2009"	"Utah"	"49"	517	2723421	19.0
	"2009"	"2009"	"Vermont"	"50"	67	624817	10.7
	"2009"	"2009"	"Virginia"	"51"	714	7925937	9.0
	"2009"	"2009"	"Washington"	"53"	1077	6667426	16.2
	"2009"	"2009"	"West Virginia"	"54"	253	1847775	13.7
	"2009"	"2009"	"Wisconsin"	"55"	658	5669264	11.6
	"2009"	"2009"	"Wyoming"	"56"	65	559851	11.6
"Total"	"2009"	"2009"			40283	306771529	13.1
	"2010"	"2010"	"Alabama"	"01"	580	4779736	12.1
	"2010"	"2010"	"Alaska"	"02"	99	710231	13.9
	"2010"	"2010"	"Arizona"	"04"	1226	6392017	19.2
	"2010"	"2010"	"Arkansas"	"05"	385	2915918	13.2
	"2010"	"2010"	"California"	"06"	4677	37253956	12.6
	"2010"	"2010"	"Colorado"	"08"	713	5029196	14.2
	"2010"	"2010"	"Connecticut"	"09"	375	3574097	10.5
	"2010"	"2010"	"Delaware"	"10"	164	897934	18.3
	"2010"	"2010"	"District of Columbia"	"11"	84	601723	14.0
	"2010"	"2010"	"Florida"	"12"	3279	18801310	17.4
	"2010"	"2010"	"Georgia"	"13"	1127	9687653	11.6
	"2010"	"2010"	"Hawaii"	"15"	160	1360301	11.8
	"2010"	"2010"	"Idaho"	"16"	186	1567582	11.9
	"2010"	"2010"	"Illinois"	"17"	1446	12830632	11.3
	"2010"	"2010"	"Indiana"	"18"	981	6483802	15.1
	"2010"	"2010"	"Iowa"	"19"	305	3046355	10.0
	"2010"	"2010"	"Kansas"	"20"	310	2853118	10.9
	"2010"	"2010"	"Kentucky"	"21"	1090	4339367	25.1
	"2010"	"2010"	"Louisiana"	"22"	666	4533372	14.7
	"2010"	"2010"	"Maine"	"23"	143	1328361	10.8
	"2010"	"2010"	"Maryland"	"24"	687	5773552	11.9
	"2010"	"2010"	"Massachusetts"	"25"	783	6547629	12.0
	"2010"	"2010"	"Michigan"	"26"	1477	9883640	14.9
	"2010"	"2010"	"Minnesota"	"27"	431	5303925	8.1
	"2010"	"2010"	"Mississippi"	"28"	360	2967297	12.1
	"2010"	"2010"	"Missouri"	"29"	1062	5988927	17.7
	"2010"	"2010"	"Montana"	"30"	126	989415	12.7
	"2010"	"2010"	"Nebraska"	"31"	125	1826341	6.8
	"2010"	"2010"	"Nevada"	"32"	715	2700551	26.5
	"2010"	"2010"	"New Hampshire"	"33"	169	1316470	12.8
	"2010"	"2010"	"New Jersey"	"34"	916	8791894	10.4
	"2010"	"2010"	"New Mexico"	"35"	518	2059179	25.2
	"2010"	"2010"	"New York"	"36"	1704	19378102	8.8
	"2010"	"2010"	"North Carolina"	"37"	1149	9535483	12.0
	"2010"	"2010"	"North Dakota"	"38"	24	672591	3.6
	"2010"	"2010"	"Ohio"	"39"	2033	11536504	17.6
	"2010"	"2010"	"Oklahoma"	"40"	758	3751351	20.2
	"2010"	"2010"	"Oregon"	"41"	530	3831074	13.8
	"2010"	"2010"	"Pennsylvania"	"42"	1984	12702379	15.6
	"2010"	"2010"	"Rhode Island"	"44"	169	1052567	16.1
	"2010"	"2010"	"South Carolina"	"45"	740	4625364	16.0
	"2010"	"2010"	"South Dakota"	"46"	49	814180	6.0
	"2010"	"2010"	"Tennessee"	"47"	1148	6346105	18.1
	"2010"	"2010"	"Texas"	"48"	2629	25145561	10.5
	"2010"	"2010"	"Utah"	"49"	467	2763885	16.9
	"2010"	"2010"	"Vermont"	"50"	67	625741	10.7
	"2010"	"2010"	"Virginia"	"51"	590	8001024	7.4
	"2010"	"2010"	"Washington"	"53"	1002	6724540	14.9
	"2010"	"2010"	"West Virginia"	"54"	580	1852994	31.3
	"2010"	"2010"	"Wisconsin"	"55"	673	5686986	11.8
	"2010"	"2010"	"Wyoming"	"56"	90	563626	16.0
"Total"	"2010"	"2010"			41751	308745538	13.5
	"2011"	"2011"	"Alabama"	"01"	582	4802740	12.1
	"2011"	"2011"	"Alaska"	"02"	117	722718	16.2
	"2011"	"2011"	"Arizona"	"04"	1197	6482505	18.5
	"2011"	"2011"	"Arkansas"	"05"	386	2937979	13.1
	"2011"	"2011"	"California"	"06"	4792	37691912	12.7
	"2011"	"2011"	"Colorado"	"08"	887	5116796	17.3
	"2011"	"2011"	"Connecticut"	"09"	415	3580709	11.6
	"2011"	"2011"	"Delaware"	"10"	166	907135	18.3
	"2011"	"2011"	"District of Columbia"	"11"	98	617996	15.9
	"2011"	"2011"	"Florida"	"12"	3148	19057542	16.5
	"2011"	"2011"	"Georgia"	"13"	1116	9815210	11.4
	"2011"	"2011"	"Hawaii"	"15"	192	1374810	14.0
	"2011"	"2011"	"Idaho"	"16"	206	1584985	13.0
	"2011"	"2011"	"Illinois"	"17"	1549	12869257	12.0
	"2011"	"2011"	"Indiana"	"18"	1064	6516922	16.3
	"2011"	"2011"	"Iowa"	"19"	290	3062309	9.5
	"2011"	"2011"	"Kansas"	"20"	331	2871238	11.5
	"2011"	"2011"	"Kentucky"	"21"	1147	4369356	26.3
	"2011"	"2011"	"Louisiana"	"22"	684	4574836	15.0
	"2011"	"2011"	"Maine"	"23"	173	1328188	13.0
	"2011"	"2011"	"Maryland"	"24"	741	5828289	12.7
	"2011"	"2011"	"Massachusetts"	"25"	895	6587536	13.6
	"2011"	"2011"	"Michigan"	"26"	1483	9876187	15.0
	"2011"	"2011"	"Minnesota"	"27"	547	5344861	10.2
	"2011"	"2011"	"Mississippi"	"28"	350	2978512	11.8
	"2011"	"2011"	"Missouri"	"29"	1029	6010688	17.1
	"2011"	"2011"	"Montana"	"30"	146	998199	14.6
	"2011"	"2011"	"Nebraska"	"31"	147	1842641	8.0
	"2011"	"2011"	"Nevada"	"32"	761	2723322	27.9
	"2011"	"2011"	"New Hampshire"	"33"	218	1318194	16.5
	"2011"	"2011"	"New Jersey"	"34"	1070	8821155	12.1
	"2011"	"2011"	"New Mexico"	"35"	579	2082224	27.8
	"2011"	"2011"	"New York"	"36"	2103	19465197	10.8
	"2011"	"2011"	"North Carolina"	"37"	1304	9656401	13.5
	"2011"	"2011"	"North Dakota"	"38"	21	683932	3.1
	"2011"	"2011"	"Ohio"	"39"	2213	11544951	19.2
	"2011"	"2011"	"Oklahoma"	"40"	733	3791508	19.3
	"2011"	"2011"	"Oregon"	"41"	570	3871859	14.7
	"2011"	"2011"	"Pennsylvania"	"42"	2382	12742886	18.7
	"2011"	"2011"	"Rhode Island"	"44"	198	1051302	18.8
	"2011"	"2011"	"South Carolina"	"45"	676	4679230	14.4
	"2011"	"2011"	"South Dakota"	"46"	63	824082	7.6
	"2011"	"2011"	"Tennessee"	"47"	1157	6403353	18.1
	"2011"	"2011"	"Texas"	"48"	2847	25674681	11.1
	"2011"	"2011"	"Utah"	"49"	538	2817222	19.1
	"2011"	"2011"	"Vermont"	"50"	96	626431	15.3
	"2011"	"2011"	"Virginia"	"51"	831	8096604	10.3
	"2011"	"2011"	"Washington"	"53"	1060	6830038	15.5
	"2011"	"2011"	"West Virginia"	"54"	725	1855364	39.1
	"2011"	"2011"	"Wisconsin"	"55"	736	5711767	12.9
	"2011"	"2011"	"Wyoming"	"56"	96	568158	16.9
"Total"	"2011"	"2011"			44855	311591917	14.4
	"2012"	"2012"	"Alabama"	"01"	588	4822023	12.2
	"2012"	"2012"	"Alaska"	"02"	133	731449	18.2
	"2012"	"2012"	"Arizona"	"04"	1284	6553255	19.6
	"2012"	"2012"	"Arkansas"	"05"	434	2949131	14.7
	"2012"	"2012"	"California"	"06"	4695	38041430	12.3
	"2012"	"2012"	"Colorado"	"08"	877	5187582	16.9
	"2012"	"2012"	"Connecticut"	"09"	455	3590347	12.7
	"2012"	"2012"	"Delaware"	"10"	149	917092	16.2
	"2012"	"2012"	"District of Columbia"	"11"	79	632323	12.5
	"2012"	"2012"	"Florida"	"12"	2859	19317568	14.8
	"2012"	"2012"	"Georgia"	"13"	1129	9919945	11.4
	"2012"	"2012"	"Hawaii"	"15"	168	1392313	12.1
	"2012"	"2012"	"Idaho"	"16"	194	1595728	12.2
	"2012"	"2012"	"Illinois"	"17"	1792	12875255	13.9
	"2012"	"2012"	"Indiana"	"18"	1100	6537334	16.8
	"2012"	"2012"	"Iowa"	"19"	292	3074186	9.5
	"2012"	"2012"	"Kansas"	"20"	357	2885905	12.4
	"2012"	"2012"	"Kentucky"	"21"	1167	4380415	26.6
	"2012"	"2012"	"Louisiana"	"22"	638	4601893	13.9
	"2012"	"2012"	"Maine"	"23"	170	1329192	12.8
	"2012"	"2012"	"Maryland"	"24"	866	5884563	14.7
	"2012"	"2012"	"Massachusetts"	"25"	896	6646144	13.5
	"2012"	"2012"	"Michigan"	"26"	1368	9883360	13.8
	"2012"	"2012"	"Minnesota"	"27"	519	5379139	9.6
	"2012"	"2012"	"Mississippi"	"28"	345	2984926	11.6
	"2012"	"2012"	"Missouri"	"29"	1007	6021988	16.7
	"2012"	"2012"	"Montana"	"30"	127	1005141	12.6
	"2012"	"2012"	"Nebraska"	"31"	157	1855525	8.5
	"2012"	"2012"	"Nevada"	"32"	693	2758931	25.1
	"2012"	"2012"	"New Hampshire"	"33"	182	1320718	13.8
	"2012"	"2012"	"New Jersey"	"34"	1284	8864590	14.5
	"2012"	"2012"	"New Mexico"	"35"	553	2085538	26.5
	"2012"	"2012"	"New York"	"36"	2253	19570261	11.5
	"2012"	"2012"	"North Carolina"	"37"	1343	9752073	13.8
	"2012"	"2012"	"North Dakota"	"38"	21	699628	3.0
	"2012"	"2012"	"Ohio"	"39"	2310	11544225	20.0
	"2012"	"2012"	"Oklahoma"	"40"	812	3814820	21.3
	"2012"	"2012"	"Oregon"	"41"	521	3899353	13.4
	"2012"	"2012"	"Pennsylvania"	"42"	2441	12763536	19.1
	"2012"	"2012"	"Rhode Island"	"44"	205	1050292	19.5
	"2012"	"2012"	"South Carolina"	"45"	647	4723723	13.7
	"2012"	"2012"	"South Dakota"	"46"	46	833354	5.5
	"2012"	"2012"	"Tennessee"	"47"	1203	6456243	18.6
	"2012"	"2012"	"Texas"	"48"	2744	26059203	10.5
	"2012"	"2012"	"Utah"	"49"	639	2855287	22.4
	"2012"	"2012"	"Vermont"	"50"	75	626011	12.0
	"2012"	"2012"	"Virginia"	"51"	772	8185867	9.4
	"2012"	"2012"	"Washington"	"53"	1070	6897012	15.5
	"2012"	"2012"	"West Virginia"	"54"	666	1855413	35.9
	"2012"	"2012"	"Wisconsin"	"55"	721	5726398	12.6
	"2012"	"2012"	"Wyoming"	"56"	110	576412	19.1
"Total"	"2012"	"2012"			45156	313914040	14.4
	"2013"	"2013"	"Alabama"	"01"	638	4833722	13.2
	"2013"	"2013"	"Alaska"	"02"	110	735132	15.0
	"2013"	"2013"	"Arizona"	"04"	1339	6626624	20.2
	"2013"	"2013"	"Arkansas"	"05"	364	2959373	12.3
	"2013"	"2013"	"California"	"06"	5224	38332521	13.6
	"2013"	"2013"	"Colorado"	"08"	910	5268367	17.3
	"2013"	"2013"	"Connecticut"	"09"	588	3596080	16.4
	"2013"	"2013"	"Delaware"	"10"	169	925749	18.3
	"2013"	"2013"	"District of Columbia"	"11"	105	646449	16.2
	"2013"	"2013"	"Florida"	"12"	2672	19552860	13.7
	"2013"	"2013"	"Georgia"	"13"	1162	9992167	11.6
	"2013"	"2013"	"Hawaii"	"15"	167	1404054	11.9
	"2013"	"2013"	"Idaho"	"16"	228	1612136	14.1
	"2013"	"2013"	"Illinois"	"17"	1756	12882135	13.6
	"2013"	"2013"	"Indiana"	"18"	1184	6570902	18.0
	"2013"	"2013"	"Iowa"	"19"	314	3090416	10.2
	"2013"	"2013"	"Kansas"	"20"	383	2893957	13.2
	"2013"	"2013"	"Kentucky"	"21"	1092	4395295	24.8
	"2013"	"2013"	"Louisiana"	"22"	866	4625470	18.7
	"2013"	"2013"	"Maine"	"23"	186	1328302	14.0
	"2013"	"2013"	"Maryland"	"24"	925	5928814	15.6
	"2013"	"2013"	"Massachusetts"	"25"	1123	6692824	16.8
	"2013"	"2013"	"Michigan"	"26"	1637	9895622	16.5
	"2013"	"2013"	"Minnesota"	"27"	552	5420380	10.2
	"2013"	"2013"	"Mississippi"	"28"	347	2991207	11.6
	"2013"	"2013"	"Missouri"	"29"	1103	6044171	18.2
	"2013"	"2013"	"Montana"	"30"	144	1015165	14.2
	"2013"	"2013"	"Nebraska"	"31"	126	1868516	6.7
	"2013"	"2013"	"Nevada"	"32"	712	2790136	25.5
	"2013"	"2013"	"New Hampshire"	"33"	215	1323459	16.2
	"2013"	"2013"	"New Jersey"	"34"	1387	8899339	15.6
	"2013"	"2013"	"New Mexico"	"35"	527	2085287	25.3
	"2013"	"2013"	"New York"	"36"	2450	19651127	12.5
	"2013"	"2013"	"North Carolina"	"37"	1287	9848060	13.1
	"2013"	"2013"	"North Dakota"	"38"	27	723393	3.7
	"2013"	"2013"	"Ohio"	"39"	2540	11570808	22.0
	"2013"	"2013"	"Oklahoma"	"40"	833	3850568	21.6
	"2013"	"2013"	"Oregon"	"41"	486	3930065	12.4
	"2013"	"2013"	"Pennsylvania"	"42"	2498	12773801	19.6
	"2013"	"2013"	"Rhode Island"	"44"	262	1051511	24.9
	"2013"	"2013"	"South Carolina"	"45"	670	4774839	14.0
	"2013"	"2013"	"South Dakota"	"46"	58	844877	6.9
	"2013"	"2013"	"Tennessee"	"47"	1252	6495978	19.3
	"2013"	"2013"	"Texas"	"48"	2784	26448193	10.5
	"2013"	"2013"	"Utah"	"49"	635	2900872	21.9
	"2013"	"2013"	"Vermont"	"50"	102	626630	16.3
	"2013"	"2013"	"Virginia"	"51"	898	8260405	10.9
	"2013"	"2013"	"Washington"	"53"	1055	6971406	15.1
	"2013"	"2013"	"West Virginia"	"54"	648	1854304	34.9
	"2013"	"2013"	"Wisconsin"	"55"	887	5742713	15.4
	"2013"	"2013"	"Wyoming"	"56"	108	582658	18.5
"Total"	"2013"	"2013"			47735	316128839	15.1
	"2014"	"2014"	"Alabama"	"01"	765	4849377	15.8
	"2014"	"2014"	"Alaska"	"02"	129	736732	17.5
	"2014"	"2014"	"Arizona"	"04"	1327	6731484	19.7
	"2014"	"2014"	"Arkansas"	"05"	403	2966369	13.6
	"2014"	"2014"	"California"	"06"	5276	38802500	13.6
	"2014"	"2014"	"Colorado"	"08"	983	5355866	18.4
	"2014"	"2014"	"Connecticut"	"09"	639	3596677	17.8
	"2014"	"2014"	"Delaware"	"10"	193	935614	20.6
	"2014"	"2014"	"District of Columbia"	"11"	100	658893	15.2
	"2014"	"2014"	"Florida"	"12"	2829	19893297	14.2
	"2014"	"2014"	"Georgia"	"13"	1269	10097343	12.6
	"2014"	"2014"	"Hawaii"	"15"	178	1419561	12.5
	"2014"	"2014"	"Idaho"	"16"	226	1634464	13.8
	"2014"	"2014"	"Illinois"	"17"	1865	12880580	14.5
	"2014"	"2014"	"Indiana"	"18"	1275	6596855	19.3
	"2014"	"2014"	"Iowa"	"19"	304	3107126	9.8
	"2014"	"2014"	"Kansas"	"20"	391	2904021	13.5
	"2014"	"2014"	"Kentucky"	"21"	1154	4413457	26.1
	"2014"	"2014"	"Louisiana"	"22"	885	4649676	19.0
	"2014"	"2014"	"Maine"	"23"	225	1330089	16.9
	"2014"	"2014"	"Maryland"	"24"	1101	5976407	18.4
	"2014"	"2014"	"Massachusetts"	"25"	1330	6745408	19.7
	"2014"	"2014"	"Michigan"	"26"	1849	9909877	18.7
	"2014"	"2014"	"Minnesota"	"27"	553	5457173	10.1
	"2014"	"2014"	"Mississippi"	"28"	366	2994079	12.2
	"2014"	"2014"	"Missouri"	"29"	1142	6063589	18.8
	"2014"	"2014"	"Montana"	"30"	130	1023579	12.7
	"2014"	"2014"	"Nebraska"	"31"	144	1881503	7.7
	"2014"	"2014"	"Nevada"	"32"	653	2839099	23.0
	"2014"	"2014"	"New Hampshire"	"33"	343	1326813	25.9
	"2014"	"2014"	"New Jersey"	"34"	1318	8938175	14.7
	"2014"	"2014"	"New Mexico"	"35"	587	2085572	28.1
	"2014"	"2014"	"New York"	"36"	2443	19746227	12.4
	"2014"	"2014"	"North Carolina"	"37"	1401	9943964	14.1
	"2014"	"2014"	"North Dakota"	"38"	47	739482	6.4
	"2014"	"2014"	"Ohio"	"39"	2925	11594163	25.2
	"2014"	"2014"	"Oklahoma"	"40"	843	3878051	21.7
	"2014"	"2014"	"Oregon"	"41"	562	3970239	14.2
	"2014"	"2014"	"Pennsylvania"	"42"	2824	12787209	22.1
	"2014"	"2014"	"Rhode Island"	"44"	259	1055173	24.5
	"2014"	"2014"	"South Carolina"	"45"	767	4832482	15.9
	"2014"	"2014"	"South Dakota"	"46"	67	853175	7.9
	"2014"	"2014"	"Tennessee"	"47"	1354	6549352	20.7
	"2014"	"2014"	"Texas"	"48"	2925	26956958	10.9
	"2014"	"2014"	"Utah"	"49"	644	2942902	21.9
	"2014"	"2014"	"Vermont"	"50"	95	626562	15.2
	"2014"	"2014"	"Virginia"	"51"	1025	8326289	12.3
	"2014"	"2014"	"Washington"	"53"	1068	7061530	15.1
	"2014"	"2014"	"West Virginia"	"54"	688	1850326	37.2
	"2014"	"2014"	"Wisconsin"	"55"	887	5757564	15.4
	"2014"	"2014"	"Wyoming"	"56"	115	584153	19.7
"Total"	"2014"	"2014"			50871	318857056	16.0
	"2015"	"2015"	"Alabama"	"01"	774	4858979	15.9
	"2015"	"2015"	"Alaska"	"02"	147	738432	19.9
	"2015"	"2015"	"Arizona"	"04"	1391	6828065	20.4
	"2015"	"2015"	"Arkansas"	"05"	434	2978204	14.6
	"2015"	"2015"	"California"	"06"	5377	39144818	13.7
	"2015"	"2015"	"Colorado"	"08"	949	5456574	17.4
	"2015"	"2015"	"Connecticut"	"09"	815	3590886	22.7
	"2015"	"2015"	"Delaware"	"10"	210	945934	22.2
	"2015"	"2015"	"District of Columbia"	"11"	132	672228	19.6
	"2015"	"2015"	"Florida"	"12"	3430	20271272	16.9
	"2015"	"2015"	"Georgia"	"13"	1377	10214860	13.5
	"2015"	"2015"	"Hawaii"	"15"	191	1431603	13.3
	"2015"	"2015"	"Idaho"	"16"	233	1654930	14.1
	"2015"	"2015"	"Illinois"	"17"	1975	12859995	15.4
	"2015"	"2015"	"Indiana"	"18"	1366	6619680	20.6
	"2015"	"2015"	"Iowa"	"19"	370	3123899	11.8
	"2015"	"2015"	"Kansas"	"20"	385	2911641	13.2
	"2015"	"2015"	"Kentucky"	"21"	1361	4425092	30.8
	"2015"	"2015"	"Louisiana"	"22"	962	4670724	20.6
	"2015"	"2015"	"Maine"	"23"	281	1329328	21.1
	"2015"	"2015"	"Maryland"	"24"	1311	6006401	21.8
	"2015"	"2015"	"Massachusetts"	"25"	1774	6794422	26.1
	"2015"	"2015"	"Michigan"	"26"	2040	9922576	20.6
	"2015"	"2015"	"Minnesota"	"27"	624	5489594	11.4
	"2015"	"2015"	"Mississippi"	"28"	388	2992333	13.0
	"2015"	"2015"	"Missouri"	"29"	1155	6083672	19.0
